COL1_RESSOURCE;IDENTIFIANT;ACTIVITE;TPS1;TPS2;TPS3;TPS4;DATE_DEBUT;DATE_FIN;COULEUR;CHAMP_LIBRE;PRODUCT_REF;CUSTOMER_REF;ORDER_REF;PREDECESSEURS;DATE_CIBLE;QUANTITE;LOCK;LOCKDATE;ASSIGNATION_NAME;CUD;FAMILLE
Tab1;1021584.3;1021584;0;5;0;0;23/02/2022 08:00;23/02/2022 13:00;blue;HN23;HN23;;;1021584.2;08/03/2022;3400;;;;; 
Bal1;1021589.1;1021589;0;2;0;0;22/02/2022 08:00;22/02/2022 10:00;olive;AK210RALD230.20.20;AK210RALD230.20.20;;;1021589.0;;44,432;;;;;Balances
Qual1;1021589.2;1021589;0;1;0;0;22/02/2022 08:00;22/02/2022 09:00;pink;AK210RALD230.20.20;AK210RALD230.20.20;;;1021589.1;;44,432;;;;; 
Tab1;1021589.3;1021589;0;5;0;0;22/02/2022 08:00;22/02/2022 13:00;black;AK210RALD230.20.20;AK210RALD230.20.20;;;1021589.2;;44,432;;;;; 
Qual1;1021589.4;1021589;0;1;0;0;22/02/2022 08:00;22/02/2022 09:00;pink;AK210RALD230.20.20;AK210RALD230.20.20;;;1021589.3;;44,432;;;;; 
Tab1;1021589.5;1021589;0;5;0;0;22/02/2022 08:00;22/02/2022 13:00;blue;AK210RALD230.20.20;AK210RALD230.20.20;;;1021589.4;18/03/2022;44,432;;;;; 
Bal1;1021591.1;1021591;0;2;0;0;22/02/2022 08:00;22/02/2022 10:00;olive;SR60RAL3020B;SR60RAL3020B;;;1021591.0;;500;;;;;Balances
Qual1;1021591.2;1021591;0;1;0;0;22/02/2022 08:00;22/02/2022 09:00;pink;SR60RAL3020B;SR60RAL3020B;;;1021591.1;;500;;;;; 
Tab1;1021591.3;1021591;0;5;0;0;22/02/2022 08:00;22/02/2022 13:00;black;SR60RAL3020B;SR60RAL3020B;;;1021591.2;;500;;;;; 
Qual1;1021591.4;1021591;0;1;0;0;22/02/2022 08:00;22/02/2022 09:00;pink;SR60RAL3020B;SR60RAL3020B;;;1021591.3;;500;;;;; 
Tab1;1021591.5;1021591;0;5;0;0;22/02/2022 08:00;22/02/2022 13:00;blue;SR60RAL3020B;SR60RAL3020B;;;1021591.4;08/03/2022;500;;;;; 
Bal1;1021592.1;1021592;0;2;0;0;07/03/2022 08:00;07/03/2022 10:00;olive;KY38RAL7016;KY38RAL7016;;;1021592.0;;15000;;;;;Balances
Disp1;1021592.2;1021592;0;3;0;0;07/03/2022 08:00;07/03/2022 11:00;violet;KY38RAL7016;KY38RAL7016;;;1021592.1;;15000;;;;;Disperseur
Disp1;1021592.3;1021592;0;3;0;0;07/03/2022 08:00;07/03/2022 11:00;violet;KY38RAL7016;KY38RAL7016;;;1021592.2;;15000;;;;;Disperseur
Mel1;1021592.4;1021592;0;10;0;0;07/03/2022 08:00;07/03/2022 18:00;lime;KY38RAL7016;KY38RAL7016;;;1021592.3;;15000;;;;; 
Qual1;1021592.5;1021592;0;1;0;0;07/03/2022 08:00;07/03/2022 09:00;pink;KY38RAL7016;KY38RAL7016;;;1021592.4;;15000;;;;; 
Tab1;1021592.6;1021592;0;5;0;0;07/03/2022 08:00;07/03/2022 13:00;black;KY38RAL7016;KY38RAL7016;;;1021592.5;;15000;;;;; 
Qual1;1021592.7;1021592;0;1;0;0;07/03/2022 08:00;07/03/2022 09:00;pink;KY38RAL7016;KY38RAL7016;;;1021592.6;;15000;;;;; 
Tab1;1021592.8;1021592;0;5;0;0;07/03/2022 08:00;07/03/2022 13:00;blue;KY38RAL7016;KY38RAL7016;;;1021592.7;03/04/2022;15000;;;;; 
Bal1;1021594.1;1021594;0;2;0;0;22/02/2022 08:00;22/02/2022 10:00;olive;SP23RVI.9350.BLC.EKLA;SP23RVI.9350.BLC.EKLA;;;1021594.0;;71,76;;;;;Balances
Qual1;1021594.2;1021594;0;1;0;0;22/02/2022 08:00;22/02/2022 09:00;pink;SP23RVI.9350.BLC.EKLA;SP23RVI.9350.BLC.EKLA;;;1021594.1;;71,76;;;;; 
Tab1;1021594.3;1021594;0;5;0;0;22/02/2022 08:00;22/02/2022 13:00;blue;SP23RVI.9350.BLC.EKLA;SP23RVI.9350.BLC.EKLA;;;1021594.2;08/03/2022;71,76;;;;; 
Bal1;1021595.1;1021595;0;2;0;0;22/02/2022 08:00;22/02/2022 10:00;olive;SR21RVI.9350.BLC.EKLA;SR21RVI.9350.BLC.EKLA;;;1021595.0;;900,342;;;;;Balances
Qual1;1021595.2;1021595;0;1;0;0;22/02/2022 08:00;22/02/2022 09:00;pink;SR21RVI.9350.BLC.EKLA;SR21RVI.9350.BLC.EKLA;;;1021595.1;;900,342;;;;; 
Tab1;1021595.3;1021595;0;5;0;0;22/02/2022 08:00;22/02/2022 13:00;black;SR21RVI.9350.BLC.EKLA;SR21RVI.9350.BLC.EKLA;;;1021595.2;;900,342;;;;; 
Qual1;1021595.4;1021595;0;1;0;0;22/02/2022 08:00;22/02/2022 09:00;pink;SR21RVI.9350.BLC.EKLA;SR21RVI.9350.BLC.EKLA;;;1021595.3;;900,342;;;;; 
Tab1;1021595.5;1021595;0;5;0;0;22/02/2022 08:00;22/02/2022 13:00;blue;SR21RVI.9350.BLC.EKLA;SR21RVI.9350.BLC.EKLA;;;1021595.4;11/03/2022;900,342;;;;; 
Bal1;1021597.1;1021597;0;2;0;0;22/02/2022 08:00;22/02/2022 10:00;olive;SP23IC.334.BLC;SP23IC.334.BLC;;;1021597.0;;17,94;;;;;Balances
Qual1;1021597.2;1021597;0;1;0;0;22/02/2022 08:00;22/02/2022 09:00;pink;SP23IC.334.BLC;SP23IC.334.BLC;;;1021597.1;;17,94;;;;; 
Tab1;1021597.3;1021597;0;5;0;0;22/02/2022 08:00;22/02/2022 13:00;blue;SP23IC.334.BLC;SP23IC.334.BLC;;;1021597.2;17/03/2022;17,94;;;;; 
Bal1;1021598.1;1021598;0;2;0;0;23/02/2022 08:00;23/02/2022 10:00;olive;SR21IC.334.BLC;SR21IC.334.BLC;;;1021598.0;;350,789;;;;;Balances
Qual1;1021598.2;1021598;0;1;0;0;23/02/2022 08:00;23/02/2022 09:00;pink;SR21IC.334.BLC;SR21IC.334.BLC;;;1021598.1;;350,789;;;;; 
Tab1;1021598.3;1021598;0;5;0;0;23/02/2022 08:00;23/02/2022 13:00;black;SR21IC.334.BLC;SR21IC.334.BLC;;;1021598.2;;350,789;;;;; 
Qual1;1021598.4;1021598;0;1;0;0;23/02/2022 08:00;23/02/2022 09:00;pink;SR21IC.334.BLC;SR21IC.334.BLC;;;1021598.3;;350,789;;;;; 
Tab1;1021598.5;1021598;0;5;0;0;23/02/2022 08:00;23/02/2022 13:00;blue;SR21IC.334.BLC;SR21IC.334.BLC;;;1021598.4;11/03/2022;350,789;;;;; 
Bal1;1021600.1;1021600;0;2;0;0;22/02/2022 08:00;22/02/2022 10:00;olive;RES1;RES1;;;1021600.0;;55,86;;;;;Balances
Qual1;1021600.2;1021600;0;1;0;0;22/02/2022 08:00;22/02/2022 09:00;pink;RES1;RES1;;;1021600.1;;55,86;;;;; 
Tab1;1021600.3;1021600;0;5;0;0;22/02/2022 08:00;22/02/2022 13:00;blue;RES1;RES1;;;1021600.2;18/03/2022;55,86;;;;; 
Bal1;1021604.1;1021604;0;2;0;0;23/02/2022 08:00;23/02/2022 10:00;olive;AK200RAL2000;AK200RAL2000;;;1021604.0;;312,414;;;;;Balances
Qual1;1021604.2;1021604;0;1;0;0;23/02/2022 08:00;23/02/2022 09:00;pink;AK200RAL2000;AK200RAL2000;;;1021604.1;;312,414;;;;; 
Tab1;1021604.3;1021604;0;5;0;0;23/02/2022 08:00;23/02/2022 13:00;black;AK200RAL2000;AK200RAL2000;;;1021604.2;;312,414;;;;; 
Qual1;1021604.4;1021604;0;1;0;0;23/02/2022 08:00;23/02/2022 09:00;pink;AK200RAL2000;AK200RAL2000;;;1021604.3;;312,414;;;;; 
Tab1;1021604.5;1021604;0;5;0;0;23/02/2022 08:00;23/02/2022 13:00;blue;AK200RAL2000;AK200RAL2000;;;1021604.4;08/03/2022;312,414;;;;; 
Bal1;1021605.1;1021605;0;2;0;0;23/02/2022 08:00;23/02/2022 10:00;olive;SR60RAL2000;SR60RAL2000;;;1021605.0;;300;;;;;Balances
Qual1;1021605.2;1021605;0;1;0;0;23/02/2022 08:00;23/02/2022 09:00;pink;SR60RAL2000;SR60RAL2000;;;1021605.1;;300;;;;; 
Tab1;1021605.3;1021605;0;5;0;0;23/02/2022 08:00;23/02/2022 13:00;black;SR60RAL2000;SR60RAL2000;;;1021605.2;;300;;;;; 
Qual1;1021605.4;1021605;0;1;0;0;23/02/2022 08:00;23/02/2022 09:00;pink;SR60RAL2000;SR60RAL2000;;;1021605.3;;300;;;;; 
Tab1;1021605.5;1021605;0;5;0;0;23/02/2022 08:00;23/02/2022 13:00;blue;SR60RAL2000;SR60RAL2000;;;1021605.4;14/03/2022;300;;;;; 
Bal1;1021606.1;1021606;0;2;0;0;24/02/2022 08:00;24/02/2022 10:00;olive;SR60RAL5003;SR60RAL5003;;;1021606.0;;432;;;;;Balances
Qual1;1021606.2;1021606;0;1;0;0;24/02/2022 08:00;24/02/2022 09:00;pink;SR60RAL5003;SR60RAL5003;;;1021606.1;;432;;;;; 
Tab1;1021606.3;1021606;0;5;0;0;24/02/2022 08:00;24/02/2022 13:00;black;SR60RAL5003;SR60RAL5003;;;1021606.2;;432;;;;; 
Qual1;1021606.4;1021606;0;1;0;0;24/02/2022 08:00;24/02/2022 09:00;pink;SR60RAL5003;SR60RAL5003;;;1021606.3;;432;;;;; 
Tab1;1021606.5;1021606;0;5;0;0;24/02/2022 08:00;24/02/2022 13:00;blue;SR60RAL5003;SR60RAL5003;;;1021606.4;10/03/2022;432;;;;; 
Bal1;1021608.1;1021608;0;2;0;0;23/02/2022 08:00;23/02/2022 10:00;olive;KE62RAL1001;KE62RAL1001;;;1021608.0;;93,6;;;;;Balances
Qual1;1021608.2;1021608;0;1;0;0;23/02/2022 08:00;23/02/2022 09:00;pink;KE62RAL1001;KE62RAL1001;;;1021608.1;;93,6;;;;; 
Tab1;1021608.3;1021608;0;5;0;0;23/02/2022 08:00;23/02/2022 13:00;blue;KE62RAL1001;KE62RAL1001;;;1021608.2;07/03/2022;93,6;;;;; 
Bal1;1021609.1;1021609;0;2;0;0;23/02/2022 08:00;23/02/2022 10:00;olive;SP100RAL1033;SP100RAL1033;;;1021609.0;;25,2;;;;;Balances
Qual1;1021609.2;1021609;0;1;0;0;23/02/2022 08:00;23/02/2022 09:00;pink;SP100RAL1033;SP100RAL1033;;;1021609.1;;25,2;;;;; 
Tab1;1021609.3;1021609;0;5;0;0;23/02/2022 08:00;23/02/2022 13:00;blue;SP100RAL1033;SP100RAL1033;;;1021609.2;09/03/2022;25,2;;;;; 
Bal1;1021610.1;1021610;0;2;0;0;24/02/2022 08:00;24/02/2022 10:00;olive;SR60RAL6025;SR60RAL6025;;;1021610.0;;60;;;;;Balances
Qual1;1021610.2;1021610;0;1;0;0;24/02/2022 08:00;24/02/2022 09:00;pink;SR60RAL6025;SR60RAL6025;;;1021610.1;;60;;;;; 
Tab1;1021610.3;1021610;0;5;0;0;24/02/2022 08:00;24/02/2022 13:00;black;SR60RAL6025;SR60RAL6025;;;1021610.2;;60;;;;; 
Qual1;1021610.4;1021610;0;1;0;0;24/02/2022 08:00;24/02/2022 09:00;pink;SR60RAL6025;SR60RAL6025;;;1021610.3;;60;;;;; 
Tab1;1021610.5;1021610;0;5;0;0;24/02/2022 08:00;24/02/2022 13:00;blue;SR60RAL6025;SR60RAL6025;;;1021610.4;13/03/2022;60;;;;; 
Bal1;1021611.1;1021611;0;2;0;0;24/02/2022 08:00;24/02/2022 10:00;olive;SR21RAL6025;SR21RAL6025;;;1021611.0;;233,2;;;;;Balances
Qual1;1021611.2;1021611;0;1;0;0;24/02/2022 08:00;24/02/2022 09:00;pink;SR21RAL6025;SR21RAL6025;;;1021611.1;;233,2;;;;; 
Tab1;1021611.3;1021611;0;5;0;0;24/02/2022 08:00;24/02/2022 13:00;blue;SR21RAL6025;SR21RAL6025;;;1021611.2;11/03/2022;233,2;;;;; 
Bal1;1021614.1;1021614;0;2;0;0;24/02/2022 08:00;24/02/2022 10:00;olive;AK210RAL7012;AK210RAL7012;;;1021614.0;;22;;;;;Balances
Qual1;1021614.2;1021614;0;1;0;0;24/02/2022 08:00;24/02/2022 09:00;pink;AK210RAL7012;AK210RAL7012;;;1021614.1;;22;;;;; 
Tab1;1021614.3;1021614;0;5;0;0;24/02/2022 08:00;24/02/2022 13:00;black;AK210RAL7012;AK210RAL7012;;;1021614.2;;22;;;;; 
Qual1;1021614.4;1021614;0;1;0;0;24/02/2022 08:00;24/02/2022 09:00;pink;AK210RAL7012;AK210RAL7012;;;1021614.3;;22;;;;; 
Tab1;1021614.5;1021614;0;5;0;0;24/02/2022 08:00;24/02/2022 13:00;blue;AK210RAL7012;AK210RAL7012;;;1021614.4;07/03/2022;22;;;;; 
Bal1;1021616.1;1021616;0;2;0;0;24/02/2022 08:00;24/02/2022 10:00;olive;SR50RAL7045;SR50RAL7045;;;1021616.0;;510;;;;;Balances
Qual1;1021616.2;1021616;0;1;0;0;24/02/2022 08:00;24/02/2022 09:00;pink;SR50RAL7045;SR50RAL7045;;;1021616.1;;510;;;;; 
Tab1;1021616.3;1021616;0;5;0;0;24/02/2022 08:00;24/02/2022 13:00;black;SR50RAL7045;SR50RAL7045;;;1021616.2;;510;;;;; 
Qual1;1021616.4;1021616;0;1;0;0;24/02/2022 08:00;24/02/2022 09:00;pink;SR50RAL7045;SR50RAL7045;;;1021616.3;;510;;;;; 
Tab1;1021616.5;1021616;0;5;0;0;24/02/2022 08:00;24/02/2022 13:00;blue;SR50RAL7045;SR50RAL7045;;;1021616.4;15/03/2022;510;;;;; 
