COMPOSE;DocNum;COMPOSANT;QTE_T
SR60RAL3020B;1021591;X9999;500.000000
SR60RAL3020B;1021591;X7202;6.000000
KY38RAL7016;1021592;X6206;2678.585000
KY38RAL7016;1021592;X5706;237.000000
KY38RAL7016;1021592;X7202;733.700000
KY38RAL7016;1021592;X7106;416.730000
KY38RAL7016;1021592;X1301;74.385000
KY38RAL7016;1021592;X1303;46.110000
KY38RAL7016;1021592;X1527;113.100000
KY38RAL7016;1021592;X3103;129.485000
KY38RAL7016;1021592;X3604;242.585000
KY38RAL7016;1021592;X3006;5925.570000
KY38RAL7016;1021592;X3023;1870.500000
KY38RAL7016;1021592;X6206;1465.805000
KY38RAL7016;1021592;X1314;89.320000
KY38RAL7016;1021592;Y8204/CC;83.375000
KY38RAL7016;1021592;X7202;111.650000
KY38RAL7016;1021592;S5502;22.330000
KY38RAL7016;1021592;X7202;235.190000
KY38RAL7016;1021592;X5705;25.000000
KY38RAL7016;1021592;FY32RAL7016;205.000000
KY38RAL7016;1021592;X9999;250.000000
KY38RAL7016;1021592;G400RAL8017;24.000000
KY38RAL7016;1021592;G400RAL7004;1.000000
KY38RAL7016;1021592;G400RAL6020;5.000000
KY38RAL7016;1021592;G400RAL6017;1.000000
SP23RVI.9350.BLC.EKLA;1021594;SR21RVI.9350.BLC.EKLA;71.760000
SR21RVI.9350.BLC.EKLA;1021595;SR21BLC.9000;900.000000
SR21RVI.9350.BLC.EKLA;1021595;S1503;0.126000
SR21RVI.9350.BLC.EKLA;1021595;S9005;0.135000
SR21RVI.9350.BLC.EKLA;1021595;S4500;0.063000
SR21RVI.9350.BLC.EKLA;1021595;S3500;0.009000
SP23IC.334.BLC;1021597;DEPOTAGE;17.940000
SR21IC.334.BLC;1021598;SR21BLC.9000;350.000000
SR21IC.334.BLC;1021598;S1502;0.386000
SR21IC.334.BLC;1021598;S9005;0.098000
SR21IC.334.BLC;1021598;S1503;0.309000
SR21IC.334.BLC;1021598;S9005;0.070000
SR21IC.334.BLC;1021598;S1503;0.350000
SR21IC.334.BLC;1021598;S1502;0.125000
SR21IC.334.BLC;1021598;S2505;0.004000
SR21IC.334.BLC;1021598;X9999;1.000000
SR21IC.334.BLC;1021598;X7202;7.000000
RES1;1021600;DEPOTAGE;55.860000
AK200RAL2000;1021604;SR21RAL2000;225.000000
AK200RAL2000;1021604;AK210BASE.ANTICO.NEUTRE;66.544000
AK200RAL2000;1021604;X5801;17.745000
AK200RAL2000;1021604;X1522;3.124000
AK200RAL2000;1021604;X1522;6.000000
SR60RAL2000;1021605;SR21RAL2000;180.000000
SR60RAL2000;1021605;KR.KR;120.000000
SR60RAL2000;1021605;X1522;3.000000
SR60RAL5003;1021606;SR21RAL5003;223.200000
SR60RAL5003;1021606;KR.KR;148.800000
SR60RAL5003;1021606;X1522;4.000000
KE62RAL1001;1021608;DEPOTAGE;93.600000
SP100RAL1033;1021609;DEPOTAGE;25.200000
SR60RAL6025;1021610;SR21RAL6025;36.000000
SR60RAL6025;1021610;KR.KR;24.000000
SR60RAL6025;1021610;X1522;0.600000
SR21RAL6025;1021611;DEPOTAGE;233.200000
AK210RAL7012;1021614;SR21RAL7012;15.844000
AK210RAL7012;1021614;AK210BASE.ANTICO.NEUTRE;4.686000
AK210RAL7012;1021614;X5801;1.250000
AK210RAL7012;1021614;X1522;0.220000
AK210RAL7012;1021614;X1522;0.440000
SR50RAL7045;1021616;SR21RAL7045;255.000000
SR50RAL7045;1021616;KR.KR;255.000000
